datetime,open,high,low,close
2025-03-06 20:00:00+0000,1.28938,1.28951,1.2877,1.28776
2025-03-06 21:00:00+0000,1.28776,1.28833,1.28703,1.28783
2025-03-06 22:00:00+0000,1.28784,1.28824,1.28721,1.28792
2025-03-06 23:00:00+0000,1.28803,1.28886,1.28788,1.28828
2025-03-07 00:00:00+0000,1.28825,1.28893,1.28798,1.28819
2025-03-07 01:00:00+0000,1.2882,1.28861,1.28757,1.28835
2025-03-07 02:00:00+0000,1.28836,1.289,1.2877,1.28853
2025-03-07 03:00:00+0000,1.28851,1.28923,1.2883,1.28871
2025-03-07 04:00:00+0000,1.28869,1.28903,1.28827,1.28855
2025-03-07 05:00:00+0000,1.28856,1.28903,1.28818,1.28843
2025-03-07 06:00:00+0000,1.28842,1.28989,1.28794,1.28968
2025-03-07 07:00:00+0000,1.28969,1.29107,1.28912,1.2904
2025-03-07 08:00:00+0000,1.2904,1.29273,1.29017,1.29204
2025-03-07 09:00:00+0000,1.29202,1.29443,1.29146,1.2938
2025-03-07 10:00:00+0000,1.29382,1.29421,1.2917,1.29199
2025-03-07 11:00:00+0000,1.29195,1.29233,1.29106,1.29195
2025-03-07 12:00:00+0000,1.29195,1.29198,1.29028,1.29103
2025-03-07 13:00:00+0000,1.29103,1.29407,1.29021,1.29024
2025-03-07 14:00:00+0000,1.29022,1.29314,1.29014,1.29195
2025-03-07 15:00:00+0000,1.29196,1.29367,1.29002,1.29232
2025-03-07 16:00:00+0000,1.29233,1.29295,1.29049,1.29148
2025-03-07 17:00:00+0000,1.29148,1.29204,1.28944,1.2907
2025-03-07 18:00:00+0000,1.29067,1.29123,1.28963,1.29111
2025-03-07 19:00:00+0000,1.29112,1.29214,1.29056,1.29202
2025-03-07 20:00:00+0000,1.29203,1.29262,1.29185,1.29242
2025-03-07 21:00:00+0000,1.29244,1.29292,1.29166,1.29167
2025-03-09 21:00:00+0000,1.29108,1.2921,1.28999,1.29132
2025-03-09 22:00:00+0000,1.29118,1.29329,1.29118,1.29302
2025-03-09 23:00:00+0000,1.29304,1.29381,1.2925,1.29315
2025-03-10 00:00:00+0000,1.29317,1.29432,1.29305,1.29378
2025-03-10 01:00:00+0000,1.29376,1.29453,1.2927,1.29286
2025-03-10 02:00:00+0000,1.29285,1.29307,1.29104,1.2912
2025-03-10 03:00:00+0000,1.29119,1.29164,1.29094,1.29109
2025-03-10 04:00:00+0000,1.2911,1.29153,1.29069,1.29073
2025-03-10 05:00:00+0000,1.29073,1.29124,1.29052,1.29123
2025-03-10 06:00:00+0000,1.29125,1.29224,1.29105,1.29143
2025-03-10 07:00:00+0000,1.29143,1.29197,1.28882,1.28953
2025-03-10 08:00:00+0000,1.28955,1.28972,1.28738,1.28776
2025-03-10 09:00:00+0000,1.28775,1.29125,1.28741,1.29086
2025-03-10 10:00:00+0000,1.29088,1.29304,1.29088,1.29206
2025-03-10 11:00:00+0000,1.29206,1.29335,1.29016,1.29223
2025-03-10 12:00:00+0000,1.29224,1.29453,1.29203,1.29334
2025-03-10 13:00:00+0000,1.29338,1.29462,1.29211,1.29254
2025-03-10 14:00:00+0000,1.29253,1.29256,1.2907,1.29169
